DNA Sequence,avg_reward,highest reward in an episode,the whole 10 episodes reward,what kind of mutaion 
"['C', 38, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 1]",53.9,102,"[102.0, 59.0, 58.0, 22.0, 72.0, 76.0, 60.0, 52.0, 15.0, 23.0]",alter a layer: add
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 3, 'L', 3, 'Q', 2, 'F', 3, 'C', 9, 'T', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",53.9,94,"[94.0, 73.0, 26.0, 56.0, 36.0, 29.0, 88.0, 46.0, 36.0, 55.0]",add a quantum layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 2, 'R', 'C', 1]",52.9,139,"[28.0, 127.0, 16.0, 62.0, 18.0, 32.0, 25.0, 67.0, 139.0, 15.0]",add a classical layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 41, 'T', 'C', 1]",52.8,169,"[90.0, 42.0, 24.0, 15.0, 63.0, 13.0, 51.0, 169.0, 18.0, 43.0]",remove a classical layer
"['C', 37, 'R', 'C', 3, 'R', 'Q', 3, 'L', 1, 'C', 24, 'T', 'C', 1]",51.8,99,"[99.0, 66.0, 44.0, 90.0, 66.0, 33.0, 39.0, 26.0, 15.0, 40.0]",add a quantum layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5]",51.6,100,"[73.0, 100.0, 73.0, 54.0, 48.0, 60.0, 26.0, 45.0, 16.0, 21.0]",remove a classical layer
"['C', 37, 'R', 'C', 41, 'T', 'C', 2, 'R', 'C', 24, 'T', 'C', 5]",51.2,103,"[64.0, 103.0, 16.0, 93.0, 52.0, 56.0, 12.0, 63.0, 17.0, 36.0]",remove a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 3, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1, 'T', 'C', 2]",51.2,88,"[88.0, 77.0, 77.0, 57.0, 32.0, 59.0, 21.0, 55.0, 9.0, 37.0]",add a classical layer
"['C', 3, 'R', 'Q', 3, 'F', 2, 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",51.1,83,"[83.0, 54.0, 35.0, 71.0, 38.0, 41.0, 58.0, 46.0, 67.0, 18.0]",add a quantum layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 32, 'T', 'C', 1]",51.1,96,"[60.0, 31.0, 55.0, 25.0, 96.0, 58.0, 51.0, 31.0, 49.0, 55.0]",add a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 2, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 7, 'T', 'Q', 7, 'L', 2]",51.1,89,"[86.0, 89.0, 67.0, 45.0, 22.0, 89.0, 74.0, 11.0, 16.0, 12.0]",add a quantum layer
"['C', 50, 'T', 'C', 16, 'R', 'C', 10, 'T', 'Q', 10, 'L', 2, 'C', 9, 'R', 'C', 64, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",50.8,108,"[89.0, 73.0, 57.0, 24.0, 35.0, 24.0, 108.0, 21.0, 43.0, 34.0]",add a quantum layer
"['C', 37, 'R', 'C', 17, 'R', 'C', 1]",50.7,82,"[59.0, 26.0, 56.0, 27.0, 48.0, 25.0, 82.0, 70.0, 65.0, 49.0]",remove a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 3, 'C', 3, 'R', 'Q', 3, 'F', 1, 'C', 55, 'R', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",50.7,103,"[68.0, 75.0, 24.0, 35.0, 46.0, 52.0, 103.0, 61.0, 11.0, 32.0]",add a quantum layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 9, 'T', 'Q', 9, 'F', 3, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",50.6,107,"[66.0, 29.0, 64.0, 12.0, 33.0, 35.0, 61.0, 107.0, 70.0, 29.0]",alter a layer: add
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 28, 'T', 'C', 1]",50.2,86,"[59.0, 53.0, 35.0, 25.0, 29.0, 42.0, 55.0, 64.0, 86.0, 54.0]",add a classical layer
"['C', 56, 'T', 'C', 46, 'T', 'C', 33, 'R', 'C', 8, 'T', 'Q', 8, 'L', 2]",50.1,88,"[88.0, 79.0, 83.0, 56.0, 23.0, 65.0, 46.0, 12.0, 24.0, 25.0]",
"['C', 56, 'T', 'C', 46, 'T', 'C', 33, 'R', 'C', 8, 'T', 'Q', 8, 'L', 2]",50.1,88,"[88.0, 79.0, 83.0, 56.0, 23.0, 65.0, 46.0, 12.0, 24.0, 25.0]",identity
"['C', 8, 'T', 'Q', 8, 'F', 2, 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",50.1,73,"[64.0, 31.0, 64.0, 39.0, 56.0, 72.0, 73.0, 68.0, 11.0, 23.0]",add a quantum layer
"['C', 37, 'T', 'C', 2, 'R', 'C', 24, 'T', 'C', 5]",50,100,"[100.0, 55.0, 73.0, 48.0, 28.0, 44.0, 66.0, 25.0, 34.0, 27.0]",remove a classical layer
"['C', 37, 'R', 'C', 10, 'R', 'Q', 10, 'F', 1, 'C', 55, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",49.8,87,"[65.0, 40.0, 87.0, 62.0, 50.0, 15.0, 42.0, 65.0, 54.0, 18.0]",add a quantum layer
"['C', 37, 'R', 'C', 6, 'T', 'C', 3, 'T', 'Q', 3, 'F', 1, 'C', 1]",49.8,127,"[127.0, 30.0, 21.0, 61.0, 41.0, 37.0, 69.0, 86.0, 11.0, 15.0]",add a quantum layer
"['C', 56, 'T', 'C', 46, 'T', 'C', 56, 'R', 'C', 8, 'T', 'Q', 8, 'L', 2]",49.6,96,"[65.0, 27.0, 74.0, 23.0, 55.0, 83.0, 96.0, 46.0, 13.0, 14.0]",alter a layer: add
"['C', 37, 'R', 'C', 41, 'T', 'C', 2, 'R', 'C', 24, 'T', 'C', 5]",48.5,138,"[61.0, 26.0, 23.0, 138.0, 47.0, 35.0, 59.0, 22.0, 60.0, 14.0]",remove a classical layer
"['C', 8, 'R', 'Q', 8, 'F', 1, 'C', 41, 'T', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",48.3,89,"[67.0, 21.0, 42.0, 16.0, 78.0, 25.0, 62.0, 21.0, 62.0, 89.0]",add a quantum layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 64, 'T', 'C', 7, 'R', 'Q', 7, 'F', 1, 'C', 38, 'R', 'C', 1]",48.2,83,"[27.0, 61.0, 69.0, 14.0, 83.0, 50.0, 20.0, 36.0, 45.0, 77.0]",add a quantum layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 58, 'T', 'C', 1]",48.1,70,"[70.0, 43.0, 62.0, 46.0, 23.0, 67.0, 51.0, 57.0, 35.0, 27.0]",alter a layer: add
"['C', 37, 'R', 'C', 2, 'R', 'C', 53, 'T', 'C', 1]",48,135,"[38.0, 49.0, 52.0, 25.0, 52.0, 26.0, 62.0, 28.0, 135.0, 13.0]",alter a layer: add
"['C', 37, 'R', 'C', 2, 'R', 'C', 50, 'T', 'C', 1]",47.8,83,"[38.0, 45.0, 53.0, 33.0, 40.0, 42.0, 78.0, 83.0, 46.0, 20.0]",remove a classical layer
"['C', 37, 'R', 'C', 41, 'T', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 10, 'T', 'Q', 10, 'F', 1]",47.8,90,"[90.0, 66.0, 12.0, 25.0, 51.0, 58.0, 44.0, 42.0, 36.0, 54.0]",add a quantum layer
"['C', 37, 'R', 'C', 8, 'R', 'Q', 8, 'F', 2, 'C', 24, 'T', 'C', 1]",47.8,101,"[101.0, 40.0, 24.0, 35.0, 40.0, 45.0, 96.0, 24.0, 49.0, 24.0]",add a quantum layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 29, 'R', 'C', 24, 'T', 'C', 1]",47.7,122,"[66.0, 36.0, 66.0, 122.0, 46.0, 55.0, 23.0, 25.0, 10.0, 28.0]",add a classical layer
"['C', 37, 'R', 'C', 41, 'T', 'C', 2, 'R', 'C', 24, 'T', 'C', 5]",47.7,97,"[60.0, 30.0, 47.0, 34.0, 34.0, 97.0, 31.0, 55.0, 58.0, 31.0]",remove a classical layer
"['C', 49, 'T', 'C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 12, 'R', 'C', 1]",47.7,81,"[81.0, 21.0, 67.0, 22.0, 44.0, 76.0, 20.0, 65.0, 64.0, 17.0]",add a classical layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 2, 'T', 'Q', 2, 'L', 2, 'C', 5, 'T', 'C', 1]",47.6,83,"[83.0, 56.0, 29.0, 19.0, 44.0, 19.0, 54.0, 25.0, 82.0, 65.0]",add a quantum layer
"['C', 37, 'R', 'C', 6, 'T', 'C', 5, 'T', 'C', 1, 'R', 'C', 2]",47.6,89,"[71.0, 23.0, 22.0, 49.0, 18.0, 58.0, 89.0, 61.0, 57.0, 28.0]",add a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'L', 3, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 2, 'T', 'Q', 2, 'F', 2]",47.6,86,"[66.0, 24.0, 21.0, 53.0, 86.0, 47.0, 16.0, 37.0, 47.0, 79.0]",add a quantum layer
"['C', 53, 'T', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 7, 'T', 'Q', 7, 'F', 2]",47.6,92,"[92.0, 49.0, 29.0, 16.0, 55.0, 61.0, 32.0, 55.0, 66.0, 21.0]",remove a classical layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1, 'R', 'C', 2]",47.5,98,"[69.0, 22.0, 76.0, 16.0, 53.0, 98.0, 49.0, 16.0, 51.0, 25.0]",add a classical layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 41, 'T', 'C', 1]",47.5,91,"[20.0, 65.0, 56.0, 26.0, 60.0, 23.0, 33.0, 91.0, 17.0, 84.0]",remove a classical layer
"['C', 37, 'R', 'C', 2, 'T', 'C', 24, 'T', 'C', 5, 'T', 'C', 1, 'R', 'C', 2]",47.5,83,"[83.0, 56.0, 61.0, 52.0, 39.0, 45.0, 49.0, 15.0, 50.0, 25.0]",add a classical layer
"['C', 37, 'R', 'C', 6, 'R', 'C', 3, 'T', 'Q', 3, 'F', 3, 'C', 1]",47.5,91,"[39.0, 60.0, 55.0, 15.0, 91.0, 43.0, 24.0, 62.0, 14.0, 72.0]",add a quantum layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 64, 'T', 'C', 4, 'R', 'Q', 4, 'F', 1, 'C', 38, 'R', 'C', 1]",47.5,86,"[86.0, 67.0, 16.0, 64.0, 16.0, 38.0, 18.0, 26.0, 64.0, 80.0]",add a quantum layer
"['C', 37, 'R', 'C', 2, 'T', 'C', 24, 'T', 'C', 5, 'T', 'C', 1, 'R', 'C', 2]",47.4,166,"[58.0, 20.0, 39.0, 166.0, 40.0, 11.0, 50.0, 43.0, 23.0, 24.0]",add a classical layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 34, 'T', 'C', 1]",47.3,80,"[70.0, 43.0, 34.0, 25.0, 30.0, 40.0, 59.0, 55.0, 37.0, 80.0]",add a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 2, 'Q', 2, 'F', 3, 'C', 9, 'R', 'C', 55, 'R', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",47.3,130,"[85.0, 77.0, 19.0, 36.0, 22.0, 130.0, 14.0, 26.0, 14.0, 50.0]",add a quantum layer
"['C', 56, 'T', 'C', 46, 'T', 'C', 33, 'R', 'C', 10, 'T', 'Q', 10, 'L', 2]",47.3,124,"[78.0, 75.0, 124.0, 26.0, 24.0, 47.0, 10.0, 19.0, 53.0, 17.0]",alter a layer: add
"['C', 37, 'R', 'C', 5, 'R', 'Q', 5, 'F', 1, 'C', 24, 'T', 'C', 5, 'T', 'C', 2, 'R', 'Q', 2, 'F', 2]",47.2,90,"[40.0, 65.0, 49.0, 16.0, 65.0, 34.0, 18.0, 20.0, 90.0, 75.0]",add a quantum layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 3, 'Q', 2, 'F', 1, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",47.1,85,"[78.0, 85.0, 30.0, 43.0, 14.0, 54.0, 26.0, 76.0, 32.0, 33.0]",add a quantum layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 3, 'R', 'Q', 3, 'F', 2, 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",46.7,87,"[63.0, 39.0, 35.0, 30.0, 17.0, 56.0, 87.0, 57.0, 12.0, 71.0]",add a quantum layer
"['C', 50, 'R', 'C', 24, 'T', 'C', 5, 'R', 'C', 1]",46.5,116,"[24.0, 116.0, 18.0, 11.0, 56.0, 16.0, 18.0, 23.0, 87.0, 96.0]",change the activation fucntion of a layer
"['C', 37, 'R', 'C', 41, 'T', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'R', 'C', 1]",46.4,103,"[26.0, 103.0, 22.0, 14.0, 67.0, 17.0, 34.0, 84.0, 78.0, 19.0]",change the activation fucntion of a layer
"['C', 2, 'R', 'Q', 2, 'F', 2, 'C', 2, 'T', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",46.2,81,"[59.0, 20.0, 37.0, 38.0, 61.0, 16.0, 19.0, 61.0, 81.0, 70.0]",add a quantum layer
"['C', 37, 'R', 'C', 9, 'R', 'Q', 9, 'F', 1, 'C', 24, 'T', 'C', 1]",46.1,152,"[152.0, 21.0, 48.0, 10.0, 51.0, 43.0, 25.0, 43.0, 33.0, 35.0]",add a quantum layer
"['C', 37, 'R', 'C', 41, 'T', 'C', 2, 'R', 'C', 39, 'T', 'C', 1]",45.7,74,"[40.0, 37.0, 29.0, 74.0, 53.0, 54.0, 45.0, 54.0, 21.0, 50.0]",remove a classical layer
"['C', 37, 'R', 'C', 41, 'T', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'Q', 5, 'F', 2, 'C', 1]",45.6,82,"[82.0, 75.0, 59.0, 36.0, 36.0, 15.0, 25.0, 58.0, 28.0, 42.0]",add a quantum layer
"['C', 37, 'R', 'C', 2, 'T', 'C', 24, 'T', 'C', 5, 'T', 'C', 1, 'R', 'C', 2]",45.5,80,"[80.0, 19.0, 74.0, 13.0, 60.0, 69.0, 15.0, 54.0, 24.0, 47.0]",add a classical layer
"['C', 37, 'T', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1, 'R', 'C', 2]",45.2,92,"[55.0, 39.0, 48.0, 28.0, 12.0, 59.0, 92.0, 53.0, 24.0, 42.0]",add a classical layer
"['C', 37, 'R', 'C', 41, 'T', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 48, 'R', 'C', 1]",45.1,131,"[80.0, 18.0, 18.0, 66.0, 131.0, 21.0, 50.0, 16.0, 41.0, 10.0]",add a classical layer
"['C', 37, 'R', 'C', 6, 'T', 'C', 5, 'T', 'C', 1, 'R', 'C', 2]",45,87,"[75.0, 21.0, 22.0, 46.0, 16.0, 64.0, 87.0, 58.0, 35.0, 26.0]",add a classical layer
"['C', 50, 'T', 'C', 7, 'R', 'Q', 7, 'F', 2, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",45,167,"[167.0, 16.0, 23.0, 30.0, 14.0, 59.0, 18.0, 56.0, 16.0, 51.0]",change the repetitions of the ansatz
"['C', 36, 'R', 'C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 1]",44.9,94,"[75.0, 31.0, 75.0, 94.0, 23.0, 31.0, 54.0, 17.0, 33.0, 16.0]",add a classical layer
"['C', 10, 'T', 'Q', 10, 'F', 1, 'C', 48, 'T', 'C', 39, 'T', 'C', 21, 'R', 'C', 1]",42.8,81,"[81.0, 58.0, 27.0, 39.0, 42.0, 35.0, 15.0, 21.0, 32.0, 78.0]",
"['C', 37, 'R', 'C', 2, 'R', 'C', 27, 'T', 'C', 1]",42.2,87,"[87.0, 28.0, 39.0, 18.0, 18.0, 86.0, 54.0, 54.0, 12.0, 26.0]",remove a classical layer
"['C', 10, 'R', 'Q', 10, 'F', 1, 'C', 44, 'R', 'C', 1, 'T', 'C', 2]",41.8,75,"[48.0, 29.0, 62.0, 25.0, 33.0, 75.0, 14.0, 27.0, 39.0, 66.0]",add a classical layer
"['C', 50, 'R', 'C', 24, 'T', 'C', 5, 'R', 'C', 1]",41.4,107,"[21.0, 107.0, 22.0, 17.0, 65.0, 17.0, 25.0, 35.0, 62.0, 43.0]",change the activation fucntion of a layer
"['C', 37, 'T', 'C', 9, 'R', 'Q', 9, 'L', 3, 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",41.2,101,"[101.0, 36.0, 28.0, 39.0, 39.0, 44.0, 21.0, 20.0, 58.0, 26.0]",add a quantum layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'R', 'C', 1]",40.8,76,"[70.0, 22.0, 76.0, 13.0, 68.0, 70.0, 12.0, 44.0, 11.0, 22.0]",change the activation fucntion of a layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'R', 'C', 1]",40.7,77,"[74.0, 25.0, 42.0, 30.0, 17.0, 77.0, 35.0, 31.0, 59.0, 17.0]",change the activation fucntion of a layer
"['C', 37, 'R', 'C', 41, 'T', 'C', 2, 'R', 'C', 24, 'T', 'C', 5]",40.7,81,"[80.0, 17.0, 13.0, 32.0, 24.0, 16.0, 81.0, 74.0, 51.0, 19.0]",remove a classical layer
"['C', 50, 'T', 'C', 3, 'R', 'Q', 3, 'F', 3, 'C', 2, 'T', 'Q', 2, 'F', 3, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",40.7,95,"[39.0, 26.0, 34.0, 58.0, 15.0, 47.0, 11.0, 43.0, 95.0, 39.0]",add a quantum layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 1, 'R', 'C', 2]",40.5,91,"[46.0, 30.0, 19.0, 91.0, 74.0, 26.0, 41.0, 50.0, 10.0, 18.0]",add a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 2, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 8, 'R', 'C', 38, 'R', 'C', 1]",40.4,80,"[75.0, 29.0, 80.0, 27.0, 50.0, 36.0, 46.0, 21.0, 22.0, 18.0]",add a classical layer
"['C', 37, 'T', 'C', 2, 'R', 'C', 10, 'T', 'Q', 10, 'L', 1, 'C', 5, 'T', 'C', 1]",40,84,"[74.0, 33.0, 32.0, 25.0, 21.0, 84.0, 18.0, 19.0, 25.0, 69.0]",add a quantum layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1, 'R', 'C', 2]",39.8,101,"[61.0, 14.0, 27.0, 45.0, 23.0, 12.0, 101.0, 46.0, 53.0, 16.0]",add a classical layer
"['C', 10, 'R', 'Q', 10, 'L', 1, 'C', 41, 'T', 'C', 1]",39.7,67,"[48.0, 67.0, 49.0, 42.0, 25.0, 18.0, 58.0, 24.0, 48.0, 18.0]",
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'R', 'C', 1]",39.7,70,"[70.0, 24.0, 67.0, 32.0, 59.0, 15.0, 31.0, 35.0, 46.0, 18.0]",change the activation fucntion of a layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'R', 'C', 1]",39.7,66,"[66.0, 23.0, 27.0, 53.0, 20.0, 55.0, 56.0, 36.0, 46.0, 15.0]",change the activation fucntion of a layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 1, 'R', 'C', 2]",39.7,67,"[66.0, 23.0, 31.0, 53.0, 16.0, 64.0, 67.0, 10.0, 51.0, 16.0]",add a classical layer
"['C', 24, 'R', 'C', 10, 'T', 'Q', 10, 'F', 3]",39.4,61,"[21.0, 23.0, 61.0, 28.0, 53.0, 45.0, 17.0, 52.0, 50.0, 44.0]",
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'R', 'C', 1]",39.4,61,"[44.0, 40.0, 26.0, 57.0, 12.0, 22.0, 39.0, 58.0, 35.0, 61.0]",change the activation fucntion of a layer
"['C', 37, 'R', 'C', 6, 'R', 'C', 1]",39.4,70,"[70.0, 24.0, 24.0, 34.0, 39.0, 60.0, 69.0, 9.0, 48.0, 17.0]",remove a classical layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 63, 'R', 'C', 1]",39.3,65,"[39.0, 64.0, 33.0, 27.0, 56.0, 31.0, 39.0, 20.0, 19.0, 65.0]",add a classical layer
"['C', 50, 'T', 'C', 6, 'R', 'Q', 6, 'F', 3, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",39.3,58,"[50.0, 58.0, 39.0, 22.0, 46.0, 18.0, 46.0, 48.0, 47.0, 19.0]",alter a layer: remove
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 9, 'T', 'Q', 9, 'L', 2]",39,79,"[69.0, 20.0, 29.0, 33.0, 79.0, 46.0, 27.0, 20.0, 16.0, 51.0]",add a quantum layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'R', 'C', 1]",38.4,90,"[72.0, 12.0, 52.0, 34.0, 12.0, 21.0, 21.0, 19.0, 90.0, 51.0]",change the activation fucntion of a layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 1, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",38.4,79,"[79.0, 76.0, 14.0, 34.0, 46.0, 28.0, 23.0, 28.0, 44.0, 12.0]",change the repetitions of the ansatz
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 1, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",38.4,79,[],change the repetitions of the ansatz
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 1, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",38.4,79,[],change the repetitions of the ansatz
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 1, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",38.4,79,[],change the repetitions of the ansatz
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 1, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",38.4,79,[],identity
"['C', 45, 'R', 'C', 57, 'R', 'C', 38, 'R', 'C', 10, 'T', 'Q', 10, 'L', 1, 'C', 1]",38.3,83,"[83.0, 27.0, 57.0, 14.0, 66.0, 42.0, 13.0, 28.0, 39.0, 14.0]",
"['C', 10, 'R', 'Q', 10, 'F', 1, 'C', 44, 'R', 'C', 1]",38,110,"[39.0, 36.0, 35.0, 40.0, 19.0, 18.0, 110.0, 13.0, 21.0, 49.0]",change the entanglement type of the ansatz
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 63, 'R', 'C', 1]",38,114,"[59.0, 35.0, 27.0, 20.0, 25.0, 18.0, 114.0, 22.0, 13.0, 47.0]",add a classical layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 1, 'R', 'C', 2]",37.9,110,"[53.0, 17.0, 20.0, 32.0, 42.0, 19.0, 110.0, 32.0, 15.0, 39.0]",add a classical layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 9, 'T', 'Q', 9, 'L', 1, 'C', 5, 'T', 'C', 1]",37.9,81,"[81.0, 28.0, 59.0, 41.0, 15.0, 17.0, 50.0, 14.0, 20.0, 54.0]",add a quantum layer
"['C', 2, 'R', 'Q', 2, 'F', 3, 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'R', 'C', 1]",37.2,57,"[57.0, 11.0, 28.0, 57.0, 55.0, 33.0, 36.0, 23.0, 33.0, 39.0]",add a quantum layer
"['C', 22, 'R', 'C', 9, 'R', 'C', 10, 'T', 'Q', 10, 'F', 1]",37.2,75,"[47.0, 24.0, 16.0, 75.0, 28.0, 27.0, 21.0, 35.0, 56.0, 43.0]",
"['C', 22, 'R', 'C', 9, 'R', 'C', 10, 'T', 'Q', 10, 'F', 1]",37.2,75,[],identity
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 2, 'C', 9, 'R', 'C', 62, 'T', 'C', 38, 'R', 'C', 1]",37.2,82,"[82.0, 65.0, 20.0, 27.0, 40.0, 17.0, 36.0, 20.0, 41.0, 24.0]",remove a classical layer
"['C', 37, 'T', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'R', 'C', 1]",37.1,69,"[25.0, 54.0, 51.0, 21.0, 14.0, 69.0, 15.0, 34.0, 36.0, 52.0]",change the activation fucntion of a layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'R', 'Q', 5, 'L', 3]",37,87,"[37.0, 40.0, 23.0, 47.0, 17.0, 23.0, 41.0, 19.0, 36.0, 87.0]",add a quantum layer
"['C', 37, 'R', 'C', 3, 'R', 'Q', 3, 'F', 2, 'C', 24, 'T', 'C', 1]",37,85,"[23.0, 18.0, 85.0, 63.0, 49.0, 41.0, 25.0, 16.0, 16.0, 34.0]",add a quantum layer
"['C', 37, 'T', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'R', 'C', 1]",37,74,"[22.0, 35.0, 31.0, 41.0, 21.0, 16.0, 74.0, 30.0, 36.0, 64.0]",change the activation fucntion of a layer
"['C', 50, 'R', 'C', 24, 'T', 'C', 5, 'R', 'C', 1]",37,86,"[22.0, 25.0, 86.0, 22.0, 11.0, 68.0, 13.0, 32.0, 23.0, 68.0]",change the activation fucntion of a layer
"['C', 8, 'R', 'Q', 8, 'L', 2, 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",37,71,"[25.0, 24.0, 33.0, 71.0, 58.0, 31.0, 35.0, 24.0, 26.0, 43.0]",add a quantum layer
"['C', 37, 'R', 'C', 10, 'T', 'Q', 10, 'F', 1, 'C', 5, 'T', 'C', 1]",36.7,70,"[51.0, 39.0, 44.0, 70.0, 29.0, 36.0, 28.0, 20.0, 15.0, 35.0]",add a quantum layer
